tweet,sentimen
#gopayday pingin jajan shihlin sama kopi kenangan sekalian mau jajanin abang gojeknya nih @gojekindonesia,1
"@gojekindonesia gojeksg
@gojek #Gojek #driver declines tip after #woman gives #birth in his #car 👶 #ridesharing 👏🏼👏🏼👏🏼
.
.
.
Nish Ai RystApit wrote about her delivery on Facebook, commending the Gojek driver.

""BIG…  https://www.ins",1
Mantab #bacotsantuy,1
Saya sih tetep pakai @GrabID sama @gojekindonesia karna saya mencintai perbedaan,1
"Ngapain bawa bekal? Delivery aja kak, kan ada @gojekindonesia @GrabID yang banya promonya. - Cempluk",1
"sebagai seorang kacung korporat yang tinggal di tengah kerasnya Jakarta, dan hidup serba ngirit, beli McD dan ada promo cashback 50% bayar pakai Gopay itu senangnya minta ampun. terima kasih banyak @gojekindonesia 🤟🏻😅",1
Makasih @gojekindonesia @gopayindonesia 🥰 pic.twitter.com/xEOc88KUug,1
@gojekindonesia maaci ya bebs..,1
"Tapi aku user @gojekindonesia , gimana dong?",1
"@gojekindonesia minn  tadi pagi saya ternyata belum bayar ke driver goride. Dikirain udah pakw gopay taunya tunai, abangnya gak mintain pulaaa. Tadi udah ngajuin bantuan ke cs lewat aplikasi kira2 brp lama yaa? Gak enakan bgt ini kelupaannn belum bayar",1
terima kasih disaat thp belum pada turun 😂 dan akhir bulan @gojekindonesia  pic.twitter.com/Wa8Qns7rrO,1
Mau dong di gofood in . Anter Jakarta - New York aja bisa. Apa lagi Surabaya ke jakartaa. Ya ga @gojekindonesia,1
"Senja bareng Abang gojek :(
@gojekindonesia  pic.twitter.com/r3iEXDkGOX",1
Pindah ke @gojekindonesia saja,1
gak sekalian bisa pesen @gojekindonesia aja nih @instagram ? https://twitter.com/makemac/status/1167082476029775873 …,1
"Mksh, ditunggu kopinya",1
"Terima kasih pak ojek ...🙏hati mu tulus dan penuh kasih 😍, tanpa membedakan setiap orang , teladan perilaku mu sangat mulia 👍dan menggugah hati kami 😉utk berbuat baik kepada sesama yg membutuhkan kasih kepedulian 💖",1
@gojekindonesia semua ada jalan,1
Barusan Bu di rumah. Akuuu gaena badaaaan jd nge go fud,1
"Finally
Terimakasih @gojekindonesia atas cashback nya ❤️  pic.twitter.com/Ds7aHwOHKF",1
"Stasiun Tebet - Kalibata City, naik @gojekindonesia waktunya segini. Bayarnya 8rebu 😅. Finally sampe rumah juga.  pic.twitter.com/2xcMlJ0ob4",1
"Go send kak. Gojek for everything :) 

Cc: @gojekindonesia 🤣🤣🤣",1
"Gofood aja kak 

Cc: @gojekindonesia",1
Bagi saldo gopay dong min☹️ pic.twitter.com/Gqeg1N1LfS,1
"Driverny baik bgt ngsih gopay 25k😭😭😭😭
@gojekindonesia  pic.twitter.com/BlAO2OjtqT",1
"Nah iya mas bener. Ga cuma 1 driver yg ngantri. Satu resto bisa 10 driver yg antri kalau jam makan siang. Pernah liat sendiri soalnya.
Akhirnya kalo order food gitu selalu nyuruh buat santai, gausa buru². Yg penting makanan dateng 😁",1
"@gojekindonesia min, ane sekitar taun 2015 ane pernah punya akun gojek nah tuh akun ane tinggalin coz kerjaan yang harus ninggalin tempat tinggal. Nah sekarang apakah tuh akun gojek ane bisa di aktifin lagi ga ?",1
masyarakat kita bkn miskin ekonomi tp mmg miskin mmiliki org2 yg pny hati spt bang ojol ini.  #saatnyabuatbaikkesesama,1
. @stb_sg partners @gojekindonesia to drive #tourism to Singapore http://ow.ly/Ss6k30pr2zF ,1
"Halo, @gojekindonesia. Kayaknya, tim Anda kelebihan ngasih saya cashback buat pembelian di sayurbox, deh. Detailnya sudah saya DM dari kemarin, ya.",1
Fitur Goshop di gojek ini saaaafeeee my liiiveeeeeee...@gojekindonesia,1
"@gojekindonesia Halo! Saya punya brand yang fokus bikin produk2 bambu, kalau mau kirim proposal untuk kerja sama dll dll bisa ke mana ya?

Ini Instagramnya yah sebagai bahan pertimbangan  http://bit.ly/bambukeunid  :)

Terima kasih",1
"Kelakuan @adjiningrat mesenin gojek buat jemput pulang kantor haha.
terimakasih @gojekindonesia sudah banyak membantu memudahkan kami yg LDR  pic.twitter.com/46zYVK2mVS",1
Ga sekalian titip terimakasih buat abang @gojekindonesia juga?,1
Saya mengakui kualitas iklan-iklan dari @gojekindonesia 🙌🙌🙌,1
"Hai, untuk terkait metode pembayaran saat ini hanya tersedia cash dan GoPay ya. Tks^Ari",1
"By constantly developing new services to make people's lives easier, from ride hailing (transport), to food delivery and beauty treatments, even expanding to payment system @gojekindonesia has grown its brand value by 88% 🛵 Learn more #BrandZIndo  https://gph.is/2mOCMia  pic.twitter.com/zaPxPJjRlx",1
udah ya min,1
"Kalo saya sering order ZB HCC pake  @gojekindonesia , min.",1
"Nahhh ini, sbnernya sih klo mau pesen @McDonalds_ID di kiepci juga bisa² aja, tinggal buka app @gojekindonesia trs klik menu @gofoodindonesia 

Semua #pastiadajalan .",1
Bener apa lagi pesen ayam gorengnya dari @gojekindonesia iya gak min?,1
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v1LvQHei9/?igshid=1rzsasls7azdn …,1
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v1G0IHk3x/?igshid=o27osgkfo40f …,1
"Ketemu driver gojek dan dia narik cuman malem buat nyari tambahan dan dia kelas 3 SMK salut sumpah.

@gojekindonesia",1
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v07_UHNcs/?igshid=b9vnohv37oc9 …,1
"Canteen meals, mini mart snacks, street foods even laundry will be cashless, @gojekindonesia & @ovo_id you really make my life easier ! 😍

- lazy person",1
😀😀 udah saya dm yah!! terima kasih banyak,1
Usaha memang harus kerja keras ❤ terimakasih @gojekindonesia dan @gopayindonesia  berkatmu saya bisa beli mulut tetangga 💋 pic.twitter.com/MiwLxoJ8Pd,1
Terima kasih @gopayindonesia @gojekindonesia karena Go Pay Pay Day membuat hidup anak kos menjadi sangat mevvah.,1
@gojekindonesia is better,1
Keren filmnya,1
ashiap mas wkwkwk😂 @gojekindonesia  pic.twitter.com/mfCkOOyIVS,1
Rezeki anak warkop,1
Saya juga setia pakai @gojekindonesia gara2 ada driver yang cerita kalo grab punya malaysia....,1
@gojekindonesia kalo salah ngasi bintang ke driver karna ke pencet sama anak kecil bisa diganti ga ya? kasian soalnya kepencetnya ratingnya kecil takut berdampak negatif ke drivernya,1
"suka ni yg gini2 @gojekindonesia, tp kurang2in la ah siap ah siap apaan woi  pic.twitter.com/EvM2GA3vPj",1
"🔜

Thank's infonya 🙏",1
Setuju 🙂🙂,1
"Stabil kok, nonton YT juga gak ada lag/buffer. Tapi makasih infonya ya.",1
@awkarin bisa ngisiin gopay gw gak ya 😭 ini sayang banget voucher @gojekindonesia gakepakek gegara saldo gopay 0 😭  pic.twitter.com/0ygUnvInP2,1
"Wah keren yaa helm Gojek masuk e-commerce dan harganya jadi mahal, gak ada yg mau ikutan jual helm nih bang @gojektebet @gojekin @MitraGojekYk",1
"Oke, terima kasih🙏",1
"Thanks to @gojekindonesia and @GrabID
Buat selalu ada ketika motor rusak di palembang :(",1
Yeay cashback 10k. While aku cm modal 5ribu seminggu ini ngojek wkw. Maacie ayang 🤭 @gojekindonesia  pic.twitter.com/WElsaaSOkA,1
"*kamu dimana, aku jemput skrg

By : abang @gojekindonesia",1
god bless u @gojekindonesia atas segala voucher go food sehingga aku bisa makan enak tp under 20k tiap hari:),1
Borooong....semua  gara-gara @dandanstore ngasih diskon sekitar Rp 7000/pcs untuk produk sun protection-nya @EminaKosmetik dan masih dobel diskon kalau bayar dengan #gopay dari @gojekindonesia. Hanya sampai 31 Agustus...ayo borooong 😂😂😂  pic.twitter.com/3vlKMxSWTk,1
Lancar terus rezekinya bapak driver😢🙏,1
Belinya pake go food @gojekindonesia apa grab food @GrabID nih??,1
Bapak ini hapal lo menu favorite gue. Gimana gak hapal tiap malem order makanan dapat dia mulu haha @gojekindonesia  pic.twitter.com/e1yt2LyGuo,1
Layak diberi ❤,1
Benar sekali Say...👍🙏🙏🙏,1
Asiik free @gojekindonesia  pic.twitter.com/SBxUEATvL6,1
"Subhanallah... Mulia sekali hatinya,,🤔.
Kasih sayangmu terhadap sesama semoga kelak menjadi penolongmu masuk Surga.",1
"Sampe lupa bilang makasih, terima kasih gundala udah jadi customer royal @gojekindonesia #Gundala pic.twitter.com/H8IfanucoB",1
"Wah baru tau ternyata helm @gojekindonesia dijual di e-commerce yaa dan mahal pulak harganya.
#HelmOjolMendunia
#PapuaDamai
@gojek24jam @papaojol
@babang_grab @GojekJekarda http://www.transonlinewatch.com/dijual-di-e-commerce-jepang-harga-helm-ojek-online-ini-fantastis/ …",1
Salutt pak,1
Sudah saya DM and I am looking forward for your reply. Thanks.,1
cintailah produk-produk Indonesia 🇮🇩,1
Indonesian Unicorn GOJEK Scales #BSM With @Coupa. @gojekindonesia @gojektech #SteveWinter  http://bit.ly/32dk9Hn  pic.twitter.com/roHKCf1O4K,1
Bantu mention ke grab plis,1
@gojekindonesia jangan mau kalah dong bro 😂,1
Iya udah kirim email juga ke cs@go-pay.co.id  dengan tracking aduan 15323829  terima kasih,1
Kusayang @gojekindonesia,1
Aku padamu kak dan mimin @gojekindonesia  pic.twitter.com/0nanXHXWjp,1
Min @PT_TransJakarta DA1 dari 16.30 belum muncul2.. kalo masih belum jelas jadwal bis kayanya mendingan naik @gojekindonesia atau @GrabID aja,1
Ajib... Keren ini abangnya!! Salam Hormat gue untuk abang driver @gojekindonesia!!,1
"Hai, mohon berhati-hati terhadap pihak luar mengatasnamakan Gojek untuk mendistribusikan voucher GoPay atau meminta data pribadi Anda. Pastikan tdk memberikan kode verifikasi kpd siapapun yg meminta. Info lengkap klik  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks^Ari",1
mimin @gojekindonesia please subcription berlaku juga dong promonya di luar jabodetabek 😄,1
Harusnya ini masuk iklan @gojekindonesia cerdikiawan 😁😁  https://twitter.com/RockersPantura/status/1166732792266289153 …,1
Gojek semakin Go International itu artinya Gojek semakin baik dan maju.... Gojek sangat dibutuhkan oleh warga Malaysia...,1
"Hai Dika, silakan email ke driversupport@go-jek.com untuk informasi lebih lanjut. Terima kasih^yni",1
@gojekindonesia step up your game!  https://twitter.com/GrabID/status/1166662977367330819 …,1
"@gojekindonesia mau nanya nih klo chat2 antara driver sama customer bs dicek oleh kalian engga? Termasuk yg dicancel, bisakah? Karena saya mau kasih saran",1
"rezeki anak sholeh mah cashback everywhere 

k mcD niat nugas jadi jajan gara2 cashback gopay 50%

thankyou @gojekindonesia",1
Nyoba login mah semua juga bisa. Tinggal ngacak nomer terus cek deh pemilik nomornya dari Mbanking. Pura2 aja mau isi saldo. Penipu dapat nomer dari ngacak nomer aja. Bukan kebocoran data.,1
Iyaa tadi drivernya balik lg bawa nasi kuningnya dia minta nota yg distempel utk bukti ke @gojekindonesia katanya bs diganti sih semoga aja deh kasian bapaknya tdi gak bs narik krn orderannya ga bs diselesaikan dlu,1
"Gue mah receh banget, di isiin gopay ama anak lanang buat jajan ke mekdi, girang nya udah kek apaan tau...🤭
#GoPayPayDay @gojekindonesia  pic.twitter.com/vG1876dx5f",1
"Temukan Tako n' Sushi Box Grup di berbagai platform yang kamu punya dan tulis review-nya di zomatoid @pergikuliner travelokaeats DAN
.
.
order sekarang via @gojekindonesia
grabfoodid 
.
.
.
Ajak teman, sahabat,…  https://www.instagram.com/p/B1vh_1ipyTY/?igshid=csciu912ybq0 …",1
"Keren banget, dijepang jadi 2000 yen wkwk @elpanjullo @gojekindonesia  http://www.transonlinewatch.com/dijual-di-e-commerce-jepang-harga-helm-ojek-online-ini-fantastis/ …",1
Rindu dengan enaknya dipijat? Pesan GoMassage aja untuk layanan pijat ke rumah yang profesional dan terjangkau! Isi saldo GO-PAYnya cukup pakai kartu ATM Danamon kamu di ATM Danamon! Juga bisa pakai Mobile & Internet Banking lho @danamon @gojekindonesia #tipsPRIMA,1
"Pasukan dari sulut sebulan lalu dah di posisi nduma, dpt info mereka bertahan dlm kepungan rakyat pedalaman Papua sekitar 600 orang, semoga tdk kehabisan makanan krn diblok rakyat @SuaraPapua @jokowi @FreeWestPapua @ukm_official @unklabgrads @gojekindonesia @GrabID @GeronimoFM "" https://twitter.com/MCAOps/status/1166830379279495173 …",1
"smg menginspirasi yg lain, termasuk saya..
aamiin",1
"Terus kalau yg mayoritas negara Indonesia itu bukan Muslim itu cemana?

Bisnis ya bisnis aja masbro, buat iklim persaingan usaha yang sehat. Gak perlu pake alibi macem2 utk menolak @gojekindonesia di Negeri Jiran.  https://twitter.com/KompasTV/status/1166987352717135872 …",1
Yg membuatku makin sayang gojek. Tiap hari makan lewat go food mulu jadinya. Sering sering ya ngasih voucher terutama buat anak kos wkwkwk @gojekindonesia 🖤🖤  pic.twitter.com/oeEEhLAETO,1
"Available on GoFood powered by @gojekindonesia
Ikan Bakar 86 Biduri Bulan 🍽
 https://gofood.link/u/rVY30 ",1
"Habis itu sampai stasiun ditanyain gojek yg jemput, mba kok pake jaket grab tp naiknya gojek 😂
Wkwk mohon maaf jaket suami ini tuh, aku mah pake ganti2an kadang gojek kadang grab mana yg ada saldonya aja 🤣 @gojekindonesia @GrabID",1
Mending pacaran sama @gojekindonesia biar ada yg mijitin,1
"Begitu vocer grab kandas, langsung tobat dan switch ke @gojekindonesia 👣",1
Makasih min @gojekindonesia buat admin go food nya uda ngingetin lg laper  pic.twitter.com/94fmt93022,1
"I can't imagine how can I live without Gopay Day. Hahahaa
Thanksssss @gojekindonesia @gojektech btw, tarif goride/gocar jangan dinaikin dong. Dari rumah ke kampus biasanya 16 rb sekarang 28 rb. Gak asik ah,, Turunin yaa? Ya? Yaa? Uulululuu cubit nih 😅 pic.twitter.com/8HQanoa9Z2",1
"iyaa dr @gojekindonesia lg ada promo beli 1k tp aku tadi gratis, ga bayar ongkir jg",1
@gojekindonesia dark mode?  https://twitter.com/davecheney/status/1166687121920258048 …,1
Hepi bgt sekarang @gojekindonesia ada paketan yg bikin hemat banget... thanks bgt loh 👏  pic.twitter.com/Xm8taxMZl0,1
perpromoan duniawi semua ini cuma 1000 thanks @gojekindonesia  pic.twitter.com/7Ky18oUm3y,1
Lumayan sering dpt voucher gofood dari @gojekindonesia yg lokasinya jauh spt ini. Jauh?? Begini...  pic.twitter.com/0YDaF6UGbO,1
"Kemarin sudah lapor dan terselesaikan permasalahannya, terima kasih atas bantuannya.",1
Kalau bisa ongkos nya jangan naik lagi ya @gojekindonesia @GrabID ku pengguna setia kalian,1
Harga Rp. 12.000 jadi cuman bayar Rp. 6500.. lumayan banget emang promo gofoodnya dari @gojekindonesia 😭  pic.twitter.com/MFTmDs0k5C,1
MAKASIH GOJEK @gojekindonesia HAHAHA  pic.twitter.com/LG3MAH7Kmg,1
@awscloud Berencana Investasi ke @gojekindonesia  https://medcom.id/s/5b2ArdMN   pic.twitter.com/G6jKaMivkp  https://twitter.com/medcom_id/status/1166961247331344384 …,1
"Hmm... wonder how big @gojekindonesia will became if this come true

Amazon in Talks to Invest in Indonesia’s Gojek  https://www.bloomberg.com/news/articles/2019-08-28/amazon-is-said-to-be-in-talks-to-invest-in-indonesia-s-gojek …",1
Nice Ripple is gonna cannabilize this industry and the world pic.twitter.com/LKBIOBDjCI,1
"Iya, yang makan ketoprak 2 piring tadi bukan saya kok. 
Makasih sudah diingatkan @GrabID 

Tapi lebih suka Go-Food di @gojekindonesia 🤗  pic.twitter.com/DV2dsAXFnD",1
Punten @gojekindonesia,1
"Hati gusar, perut lapar untung ada go-food.
Terimakasih @gojekindonesia  pic.twitter.com/XqGhuU0qBA",1
"yuhuuuuu... @gojekindonesia memang selalu terdepan. #Bangga
@gojekindonesia
@gojek24jam https://twitter.com/Ojol_Indo/status/1166966969850941440 …",1
Hello @gojekindonesia is it possible to reserve a trip fpr tomorrow?? or only for the moment? Thanks,1
Widiiw mantep banget inii... Emang udah kelas dunia ya  @gojekindonesia  http://www.transonlinewatch.com/jumlah-pengguna-aktif-gojek-di-indonesia-setara-dengan-aplikasi-ride-sharing-terbesar-dunia/ …,1
"Iya nih,. Soalnya aku lagi sibuk ngurusin pkl ku besok. Makasih ya udah ingatin,... @gojekindonesia  pic.twitter.com/xYoy9vmNtb",1
"Jumlah Pengguna Aktif Gojek di Indonesia Setara dengan Aplikasi Ride-Sharing Terbesar Dunia... Wow! Alhamdulillah sekali ya @gojekindonesia setara dengan aplikasi ride sharing terbesar dunia... Keren!! @GojekPalembang @Gojek_Malang_ @jendralojek @ryan_nus
 http://www.transonlinewatch.com/jumlah-pengguna-aktif-gojek-di-indonesia-setara-dengan-aplikasi-ride-sharing-terbesar-dunia/ …",1
Thanks 👍👌😍⚘,1
"Terharu, terimakasih @GrabID udah dikuatirin. Tapi tadi udah makan pesen pake @gojekindonesia 😢  pic.twitter.com/jL1HZ79KLW",1
Aku tetep @gojekindonesia sih soalnya voucher voucher grab suka gabisa dipake di akunku hehehe sorry @GrabID,1
Bagus ini... Artinya @gojekindonesia memperhatikan kesehatan customernya...,1
Anjay. @gojekindonesia  pic.twitter.com/9jVRlbOiIJ,1
jokes2 maksa kaya gini yg bikin gue lebih nyaman make @gofoodindonesia @gojekindonesia  https://twitter.com/GrabID/status/1166179777851645952 …,1
Aku juga cinta. pic.twitter.com/EtnStULm4R,1
"Americano yg segitu murahnya masih dapet cashback lagi. Kurang baik apa coba @gojekindonesia @gopayindonesia 😂😂😂
Alhamdulillah & Terima kasih temen cashless ku 😘💛💛 pic.twitter.com/532WKXqlgq",1
Aku cinta @gojekindonesia :*  pic.twitter.com/l3VroHId6M,1
"Yang pasti fitur2 @gojekindonesia lebih menjaga keamanan, khususnya bagi kita kaum perempuan.
#GojekRamahPerempuan
@4Y4NKZ @JovitaAudy @akunusam @Cittairlanie",1
"Go Internasional, Pengamat Ekonomi: Gojek Miliki Manfaat Besar untuk Malaysia... Sudah pasti keberadaan @gojekindonesia memberikan manfaat besar bagi Malaysia... Karena buktinya pemerintahan Malaysia mendukung keberadaan Gojek... @YoGojekYo @kejO_Online
 http://www.transonlinewatch.com/go-internasional-pengamat-ekonomi-gojek-miliki-manfaat-besar-untuk-malaysia/ …",1
